"","r_mf_9a_6p","r_mf_6p_10","r_sa_9a_6p","r_sa_6p_10","r_su_9a_6p","r_su_6p_10","t_mf_9a_6p","t_mf_6p_10","t_sa_9a_6p","t_sa_6p_10","t_su_9a_6p","t_su_6p_10","credit_card","longitude","latitude","geo_local_area","avg_rate","avg_time","rate_level","time_level"
"206",2,4,2,4,2,4,2,4,2,4,2,4,"Yes",-123.125636512305,49.2839895758982,"West End",3,3,"low","very low"
"207",1,1,1,1,1,1,10,10,10,10,10,10,"Yes",-123.087127755897,49.2704669204319,"Strathcona",1,10,"very low","moderate"
"208",1,1,1,1,1,1,10,10,10,10,10,10,"Yes",-123.091343698026,49.2711701559884,"Strathcona",1,10,"very low","moderate"
"209",1,1,1,1,1,1,10,10,10,10,10,10,"Yes",-123.096393338498,49.2720319759475,"Strathcona",1,10,"very low","moderate"
"210",7,4,7,4,7,4,3,4,3,4,3,4,"Yes",-123.118878323574,49.2882086162243,"Downtown",5.5,3.5,"moderate","very low"
"211",2,2,2,2,2,2,2,2,2,2,2,2,"No",-123.070256373288,49.2613304890741,"Kensington-Cedar Cottage",2,2,"low","very low"
"212",1,4,1,4,1,4,2,4,2,4,2,4,"No",-123.100767926573,49.2574399477715,"Mount Pleasant",2.5,3,"low","very low"
"213",1,1,1,1,1,1,10,10,10,10,10,10,"Yes",-123.090042290849,49.2709559134986,"Strathcona",1,10,"very low","moderate"
"214",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.094717800692,49.2679805762706,"Strathcona",1,3,"very low","very low"
"215",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.094999438706,49.2672644171443,"Strathcona",1,3,"very low","very low"
"216",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.117753032734,49.2764360798696,"Downtown",0.5,24,"very low","very high"
"217",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.093023340312,49.2721127804859,"Strathcona",0.5,24,"very low","very high"
"218",4,5,4,5,4,5,2,4,2,4,2,4,"Yes",-123.1229530028,49.2747629738257,"Downtown",4.5,3,"moderate","very low"
"219",1,1,1,1,1,1,3,4,3,4,3,4,"Yes",-123.16644713482,49.2680465192203,"Kitsilano",1,3.5,"very low","very low"
"220",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.100556604925,49.2812627501175,"Downtown",1,3,"very low","very low"
"221",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.129662393581,49.2813162594793,"West End",5,3,"moderate","very low"
"222",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.174310461957,49.2640920913856,"Kitsilano",2,3,"low","very low"
"223",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097523344586,49.2809048231962,"Strathcona",1,3,"very low","very low"
"224",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.125252546299,49.2738412045858,"Downtown",1.5,3.5,"very low","very low"
"225",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.12297798242,49.277898399523,"Downtown",1,3.5,"very low","very low"
"226",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.130294279519,49.2808980284384,"West End",5,3,"moderate","very low"
"227",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.130854122042,49.280526533518,"West End",5,3,"moderate","very low"
"228",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.130520582495,49.2809192985063,"West End",5,3,"moderate","very low"
"229",7,6,7,6,7,6,2,4,2,4,2,4,"No",-123.113692551455,49.2639894189776,"Mount Pleasant",6.5,3,"high","very low"
"230",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.126442689714,49.2782021605087,"Downtown",2,3,"low","very low"
"231",3,3,3,3,3,3,2,4,2,4,2,4,"Yes",-123.131670894701,49.2801576038386,"West End",3,3,"low","very low"
"232",7,1,7,1,7,1,2,4,2,4,2,4,"No",-123.124094188827,49.2637418267731,"Fairview",4,3,"moderate","very low"
"233",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.118655087178,49.2633709112042,"Fairview",3,3,"low","very low"
"234",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.137669025436,49.263699005165,"Fairview",1.5,3,"very low","very low"
"235",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.137669025436,49.263699005165,"Fairview",1.5,3,"very low","very low"
"236",3,2,3,2,3,2,3,4,3,4,3,4,"No",-123.131968650665,49.2745418485661,"Downtown",2.5,3.5,"low","very low"
"237",3,2,3,2,3,2,3,4,3,4,3,4,"No",-123.132473834759,49.2743873807675,"Downtown",2.5,3.5,"low","very low"
"238",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.144107127147,49.268833325851,"Fairview",1,3,"very low","very low"
"239",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.143839121064,49.2688290002859,"Fairview",1,3,"very low","very low"
"240",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.143668098114,49.2688262356526,"Fairview",1,3,"very low","very low"
"241",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.143624093559,49.2654864886791,"Fairview",1,3,"very low","very low"
"242",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.128930896001,49.2631993279967,"Fairview",3.5,3,"low","very low"
"243",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.113062875382,49.2819253156292,"Downtown",3,3,"low","very low"
"244",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.144531865198,49.265500918413,"Fairview",1,3,"very low","very low"
"245",5,5,5,5,5,5,2,4,2,4,2,4,"No",-123.117239082105,49.2642239328714,"Fairview",5,3,"moderate","very low"
"246",5,5,5,5,5,5,2,4,2,4,2,4,"No",-123.115840404288,49.2640915129704,"Fairview",5,3,"moderate","very low"
"247",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101654533473,49.2574451169345,"Mount Pleasant",1,3,"very low","very low"
"248",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.126206643212,49.2744859671089,"Downtown",1.5,3.5,"very low","very low"
"249",3,6,3,6,3,6,2,4,2,4,2,4,"No",-123.13628344632,49.2910055617349,"West End",4.5,3,"moderate","very low"
"250",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.186291555639,49.2635636363541,"West Point Grey",1,3,"very low","very low"
"251",5,1,5,1,5,1,3,4,3,4,3,4,"No",-123.120535213694,49.288842102577,"Downtown",3,3.5,"low","very low"
"252",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.186456720358,49.2635661314624,"West Point Grey",1,3,"very low","very low"
"253",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.186805565056,49.2635714418502,"West Point Grey",1,3,"very low","very low"
"254",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.107742199761,49.2782121604626,"Downtown",1,3,"very low","very low"
"255",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.107745521246,49.2780959395974,"Downtown",1,3,"very low","very low"
"256",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.139068720609,49.2850134754127,"West End",1,3.5,"very low","very low"
"257",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.107858541041,49.2684073928211,"Mount Pleasant",2,3.5,"low","very low"
"258",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.107858541041,49.2684073928211,"Mount Pleasant",2,3.5,"low","very low"
"259",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.108366015984,49.2682952246037,"Mount Pleasant",2,3.5,"low","very low"
"260",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.107805557802,49.262984945133,"Mount Pleasant",1,3,"very low","very low"
"261",4,4,4,4,4,4,3,4,3,4,3,4,"No",-123.130356911463,49.2768824810214,"Downtown",4,3.5,"moderate","very low"
"262",1,4,1,4,1,4,2,4,2,4,2,4,"No",-123.114817680618,49.2548063707901,"Riley Park",2.5,3,"low","very low"
"263",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.143911010528,49.2697118974956,"Fairview",2,3,"low","very low"
"264",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.144425970243,49.2697196204981,"Fairview",2,3,"low","very low"
"265",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.144601932259,49.2697227286418,"Fairview",2,3,"low","very low"
"266",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.140119440376,49.2860703713061,"West End",1,3,"very low","very low"
"267",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.153774252947,49.263743908266,"Kitsilano",2,3,"low","very low"
"268",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.154112549568,49.2637568963695,"Kitsilano",2,3,"low","very low"
"269",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.154112549568,49.2637568963695,"Kitsilano",2,3,"low","very low"
"270",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.154282181532,49.2637597913206,"Kitsilano",2,3,"low","very low"
"271",2,3,2,3,2,3,3,4,3,4,3,4,"No",-123.104914961929,49.2793267554981,"Downtown",2.5,3.5,"low","very low"
"272",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.133929941902,49.2643784991094,"Fairview",2.5,3,"low","very low"
"273",1,1,1,1,1,1,3,4,3,4,3,4,"Yes",-123.165083032313,49.268242898539,"Kitsilano",1,3.5,"very low","very low"
"274",1,1,1,1,1,1,3,4,3,4,3,4,"Yes",-123.165876049836,49.268255786311,"Kitsilano",1,3.5,"very low","very low"
"275",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.166188997173,49.2682540053249,"Kitsilano",0.5,24,"very low","very high"
"276",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.138583858115,49.266458189188,"Fairview",1,3,"very low","very low"
"277",8,5,8,5,8,5,2,4,2,4,2,4,"Yes",-123.114378867518,49.2868626317821,"Downtown",6.5,3,"high","very low"
"278",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.138605963039,49.2658603414425,"Fairview",1,3,"very low","very low"
"279",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.13860780826,49.2657339566106,"Fairview",1,3,"very low","very low"
"280",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.13860780826,49.2657339566106,"Fairview",1,3,"very low","very low"
"281",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.138618710133,49.2655040261066,"Fairview",1,3,"very low","very low"
"282",4,4,4,4,4,4,2,4,2,4,2,4,"No",-123.101328973292,49.2470299325,"Riley Park",4,3,"moderate","very low"
"283",5,3,5,3,5,3,2,4,2,4,2,4,"Yes",-123.117123569461,49.2804876464245,"Downtown",4,3,"moderate","very low"
"284",5,3,5,3,5,3,2,4,2,4,2,4,"Yes",-123.117627126252,49.2803554994512,"Downtown",4,3,"moderate","very low"
"285",3,4,3,4,3,4,2,4,2,4,2,4,"No",-123.119244963738,49.2772366595642,"Downtown",3.5,3,"low","very low"
"286",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.138649876934,49.2647067436706,"Fairview",1,3,"very low","very low"
"287",6,5,6,5,6,5,2,4,2,4,2,4,"No",-123.12112652192,49.2767562036007,"Downtown",5.5,3,"moderate","very low"
"288",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.119687937338,49.2777081789249,"Downtown",2.5,3,"low","very low"
"289",4,3,4,3,4,3,3,4,3,4,3,4,"No",-123.12505490166,49.2763166068056,"Downtown",3.5,3.5,"low","very low"
"290",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.134094755156,49.2643831653592,"Fairview",2.5,3,"low","very low"
"291",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.130489843614,49.2891542347669,"West End",1.5,3,"very low","very low"
"292",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.101617319416,49.2471829849711,"Riley Park",2.5,3,"low","very low"
"293",2,3,2,3,2,3,3,4,3,4,3,4,"Yes",-123.132839312244,49.2801198540186,"West End",2.5,3.5,"low","very low"
"294",2,3,2,3,2,3,3,4,3,4,3,4,"Yes",-123.133595093327,49.2806138255898,"West End",2.5,3.5,"low","very low"
"295",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.115994393347,49.279977607337,"Downtown",1,3,"very low","very low"
"296",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.116244047999,49.2798126187104,"Downtown",1,3,"very low","very low"
"297",1,3,1,3,1,3,2,4,2,4,2,4,"No",-123.100987018157,49.2477809109363,"Riley Park",2,3,"low","very low"
"298",4,4,4,4,4,4,2,4,2,4,2,4,"No",-123.101088681057,49.2463199334367,"Riley Park",4,3,"moderate","very low"
"299",5,1,5,1,5,1,2,4,2,4,2,4,"Yes",-123.121401321323,49.2878908294272,"Downtown",3,3,"low","very low"
"300",5,1,5,1,5,1,2,4,2,4,2,4,"Yes",-123.122222816755,49.288130935025,"Downtown",3,3,"low","very low"
"301",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.120273988969,49.2824600122841,"Downtown",5,3,"moderate","very low"
"302",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.120513661447,49.2823014654402,"Downtown",5,3,"moderate","very low"
"303",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.128895765518,49.2636955518233,"Fairview",3.5,3,"low","very low"
"304",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.129056535588,49.2640482543153,"Fairview",3.5,3,"low","very low"
"305",7,1,7,1,7,1,2,4,2,4,2,4,"No",-123.119161761697,49.2623642757766,"Fairview",4,3,"moderate","very low"
"306",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101654318663,49.2556341011204,"Riley Park",1,3,"very low","very low"
"307",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.126867836977,49.2642684522497,"Fairview",3,3,"low","very low"
"308",8,7,8,7,8,7,2,4,2,4,2,4,"Yes",-123.117636862698,49.2872348374007,"Downtown",7.5,3,"high","very low"
"309",8,7,8,7,8,7,2,4,2,4,2,4,"Yes",-123.116565993074,49.2821325109284,"Downtown",7.5,3,"high","very low"
"310",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.128102026734,49.2762202225942,"Downtown",2.5,3,"low","very low"
"311",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.06902775795,49.2748889803824,"Grandview-Woodland",3,3,"low","very low"
"312",3,5,3,5,3,5,2,4,2,4,2,4,"No",-123.069174660616,49.2712373581669,"Grandview-Woodland",4,3,"moderate","very low"
"313",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.164732495438,49.2643280739544,"Kitsilano",1,3.5,"very low","very low"
"314",5,5,5,5,5,5,2,4,2,4,2,4,"No",-123.069432926325,49.2741309200549,"Grandview-Woodland",5,3,"moderate","very low"
"315",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.164594898952,49.2638289460307,"Kitsilano",1,3.5,"very low","very low"
"316",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.099923367945,49.2789545156146,"Downtown",1,3,"very low","very low"
"317",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.115491734502,49.2560079729722,"South Cambie",1,3,"very low","very low"
"318",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.114443862591,49.2569626436725,"Mount Pleasant",1,3,"very low","very low"
"319",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.114612882417,49.2569674594777,"Mount Pleasant",1,3,"very low","very low"
"320",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.113088237163,49.2614513035782,"Mount Pleasant",2,3,"low","very low"
"321",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.113098981591,49.2611731611719,"Mount Pleasant",2,3,"low","very low"
"322",4,1,4,1,4,1,3,4,3,4,3,4,"No",-123.122526935329,49.2890487677129,"Downtown",2.5,3.5,"low","very low"
"323",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.123248367575,49.2859336389879,"Downtown",3,3,"low","very low"
"324",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.123489864602,49.2860898071956,"Downtown",3,3,"low","very low"
"325",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.123731321318,49.2862457410635,"Downtown",3,3,"low","very low"
"326",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.123854727815,49.2863249102893,"Downtown",3,3,"low","very low"
"327",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.153371491122,49.2620003624154,"Kitsilano",1,3,"very low","very low"
"328",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.115604936871,49.25591609054,"South Cambie",1,3,"very low","very low"
"329",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.122119099508,49.26419486088,"Fairview",3.5,3,"low","very low"
"330",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.126283860532,49.2878979651029,"Downtown",1,3,"very low","very low"
"331",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101782300095,49.2814667130669,"Downtown",1,3,"very low","very low"
"332",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101597016982,49.2814630801576,"Downtown",1,3,"very low","very low"
"333",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127147981311,49.2884587388159,"Downtown",1,3,"very low","very low"
"334",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101424701353,49.2814602271454,"Downtown",1,3,"very low","very low"
"335",1,3,1,3,1,3,2,4,2,4,2,4,"No",-123.128923194735,49.2871722257465,"West End",2,3,"low","very low"
"336",1,3,1,3,1,3,2,4,2,4,2,4,"No",-123.129036756023,49.2872475684696,"West End",2,3,"low","very low"
"337",1,3,1,3,1,3,2,4,2,4,2,4,"No",-123.129162375717,49.2873275031296,"West End",2,3,"low","very low"
"338",1,3,1,3,1,3,2,4,2,4,2,4,"No",-123.129537852306,49.2875740632064,"West End",2,3,"low","very low"
"339",1,3,1,3,1,3,2,4,2,4,2,4,"No",-123.129665337514,49.2876568376979,"West End",2,3,"low","very low"
"340",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.114601978637,49.2559024635187,"Riley Park",1,3,"very low","very low"
"341",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.126205255574,49.2836031710468,"West End",1,3,"very low","very low"
"342",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.12036411165,49.2783496157592,"Downtown",1.5,3,"very low","very low"
"343",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120611462499,49.2781851417642,"Downtown",1.5,3,"very low","very low"
"344",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.101739398185,49.2459316496884,"Riley Park",2.5,3,"low","very low"
"345",2,1,2,1,2,1,10,10,10,10,10,10,"Yes",-123.093377240751,49.2712086310627,"Strathcona",1.5,10,"very low","moderate"
"346",2,1,2,1,2,1,2,4,2,4,2,4,"Yes",-123.101341621174,49.2502087724483,"Riley Park",1.5,3,"very low","very low"
"347",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.119190095953,49.2804040189744,"Downtown",3,3,"low","very low"
"348",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.11943306961,49.2802430242192,"Downtown",3,3,"low","very low"
"349",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.100875682875,49.2609320291752,"Mount Pleasant",1,3,"very low","very low"
"350",2,1,2,1,2,1,2,4,2,4,2,4,"Yes",-123.100488746907,49.2503151303718,"Riley Park",1.5,3,"very low","very low"
"351",2,1,2,1,2,1,2,4,2,4,2,4,"Yes",-123.100667909624,49.2502111604889,"Riley Park",1.5,3,"very low","very low"
"352",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.113095117617,49.261316665539,"Mount Pleasant",2,3,"low","very low"
"353",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124489616063,49.2756217542945,"Downtown",1.5,3,"very low","very low"
"354",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124743118931,49.2754544222618,"Downtown",1.5,3,"very low","very low"
"355",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.118641387665,49.2752446850843,"Downtown",1,3,"very low","very low"
"356",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.125115119278,49.2752080556245,"Downtown",1.5,3,"very low","very low"
"357",6,4,6,4,6,4,3,4,3,4,3,4,"Yes",-123.125312958857,49.2617185864314,"Fairview",5,3.5,"moderate","very low"
"358",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.118722021394,49.2751426418029,"Downtown",1,3,"very low","very low"
"359",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.119242648898,49.2749818204339,"Downtown",1,3,"very low","very low"
"360",5,2,5,2,5,2,2,4,2,4,2,4,"Yes",-123.128307273615,49.2823844473863,"West End",3.5,3,"low","very low"
"361",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.108973780819,49.2647949439171,"Mount Pleasant",1.5,3,"very low","very low"
"362",6,2,6,2,6,2,2,4,2,4,2,4,"No",-123.111163038862,49.283180420891,"Downtown",4,3,"moderate","very low"
"363",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120020101942,49.2787676559273,"Downtown",1.5,3,"very low","very low"
"364",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120125338197,49.2786951623349,"Downtown",1.5,3,"very low","very low"
"365",2,3,2,3,2,3,3,4,3,4,3,4,"No",-123.104696234819,49.2793034045014,"Downtown",2.5,3.5,"low","very low"
"366",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120243443413,49.2786171771881,"Downtown",1.5,3,"very low","very low"
"367",1,1.5,1,1.5,1,1.5,24,24,24,24,24,24,"No",-123.106375219553,49.2794441118359,"Downtown",1.25,24,"very low","very high"
"368",4,1,4,1,4,1,2,4,2,4,2,4,"Yes",-123.122279831931,49.2861965713677,"Downtown",2.5,3,"low","very low"
"369",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.16143005143,49.2344601751418,"Kerrisdale",1,3,"very low","very low"
"370",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120359693797,49.278539859495,"Downtown",1.5,3,"very low","very low"
"371",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.107722025403,49.2802614795329,"Downtown",2,3.5,"low","very low"
"372",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.120593802994,49.2783855998738,"Downtown",1.5,3,"very low","very low"
"373",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.138367273252,49.2651463183347,"Fairview",1,3,"very low","very low"
"374",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.114541069837,49.2780325176489,"Downtown",2.5,3,"low","very low"
"375",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.114683051805,49.2781214021523,"Downtown",2.5,3,"low","very low"
"376",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.114299794285,49.2776989812679,"Downtown",2.5,3,"low","very low"
"377",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.115511238339,49.2786608908826,"Downtown",2.5,3,"low","very low"
"378",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.115633299986,49.2787372368464,"Downtown",2.5,3,"low","very low"
"379",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.106107454166,49.2828776377639,"Downtown",4.5,3,"moderate","very low"
"380",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.106107454166,49.2828776377639,"Downtown",4.5,3,"moderate","very low"
"381",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.104698417458,49.2824777651683,"Downtown",4.5,3,"moderate","very low"
"382",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.115381894587,49.2783978210547,"Downtown",2.5,3,"low","very low"
"383",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.104698417458,49.2824777651683,"Downtown",4.5,3,"moderate","very low"
"384",4,4,4,4,4,4,2,4,2,4,2,4,"No",-123.107971862325,49.2832211635419,"Downtown",4,3,"moderate","very low"
"385",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.109449757434,49.2836356290958,"Downtown",4,3,"moderate","very low"
"386",6,6,6,6,6,6,2,4,2,4,2,4,"Yes",-123.125326774941,49.2613670926063,"Fairview",6,3,"high","very low"
"387",6,2,6,2,6,2,2,4,2,4,2,4,"No",-123.11176948147,49.2829353650077,"Downtown",4,3,"moderate","very low"
"388",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.122783817247,49.2767488953952,"Downtown",2,3.5,"low","very low"
"389",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.122902421952,49.2766707630481,"Downtown",2,3.5,"low","very low"
"390",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.12302714603,49.2765878206332,"Downtown",2,3.5,"low","very low"
"391",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.123149951821,49.2765076416492,"Downtown",2,3.5,"low","very low"
"392",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.123149951821,49.2765076416492,"Downtown",2,3.5,"low","very low"
"393",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.129084454962,49.2777272171904,"Downtown",1.5,3.5,"very low","very low"
"394",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.107513099069,49.2793666806227,"Downtown",1,3,"very low","very low"
"395",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.109363639316,49.2659626656822,"Mount Pleasant",1.5,3,"very low","very low"
"396",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.1237893241,49.2884214125938,"Downtown",1.5,3,"very low","very low"
"397",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.107513099069,49.2793666806227,"Downtown",1,3,"very low","very low"
"398",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.107513183271,49.2791460917071,"Downtown",1,3,"very low","very low"
"399",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.114164186495,49.2777857479488,"Downtown",2.5,3,"low","very low"
"400",7,4,7,4,7,4,2,4,2,4,2,4,"Yes",-123.121231082354,49.2816494551111,"Downtown",5.5,3,"moderate","very low"
"401",5,5,5,5,5,5,2,4,2,4,2,4,"No",-123.069636894679,49.2742746033816,"Grandview-Woodland",5,3,"moderate","very low"
"402",1,3,1,3,1,3,3,4,3,4,3,4,"No",-123.125050055175,49.276699896955,"Downtown",2,3.5,"low","very low"
"403",6,6,6,6,6,6,2,4,2,4,2,4,"Yes",-123.125339385473,49.2610172192038,"Fairview",6,3,"high","very low"
"404",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127751601235,49.2879943451468,"West End",1,3,"very low","very low"
"405",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.110395376622,49.2825722823708,"Downtown",4,3,"moderate","very low"
"406",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.123582098509,49.2764083051739,"Downtown",2,3.5,"low","very low"
"407",2,2,2,2,2,2,3,4,3,4,3,4,"No",-123.123582098509,49.2764083051739,"Downtown",2,3.5,"low","very low"
"408",7,1,7,1,7,1,2,4,2,4,2,4,"No",-123.123283338958,49.2634449534599,"Fairview",4,3,"moderate","very low"
"409",7,1,7,1,7,1,2,4,2,4,2,4,"No",-123.122813631289,49.2632564643873,"Fairview",4,3,"moderate","very low"
"410",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.127868482401,49.289364000021,"Downtown",1,3,"very low","very low"
"411",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.128328602427,49.2771236186299,"Downtown",1.5,3,"very low","very low"
"412",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.12858143777,49.276960686601,"Downtown",1.5,3,"very low","very low"
"413",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.103034716462,49.263437736123,"Mount Pleasant",2,3,"low","very low"
"414",7,6,7,6,7,6,2,4,2,4,2,4,"No",-123.117572580003,49.2638396786063,"Fairview",6.5,3,"high","very low"
